,property_id,street,suburb,state,postcode,latitude,longitude,price,bedrooms,bathrooms,parking,property_type,carpark_flag,price_rent,coordinate,postcode_property_count
3836,16022397,37 larool crescent,SUNSHINE WEST,VIC,3020,-37.7923,144.808792,$410 pw,3,1,2,House,0,410.0,"[-37.7923, 144.808792]",119
3829,16069347,3 hassett street,SUNSHINE NORTH,VIC,3020,-37.7709,144.831039,$295,2,1,4,House,0,295.0,"[-37.7709, 144.831039]",119
3929,16075034,127 david drive,SUNSHINE WEST,VIC,3020,-37.7902565,144.7886,$400.00 Per Week,3,2,1,Townhouse,0,400.0,"[-37.7902565, 144.7886]",119
3918,16036711,50 benjamin street,SUNSHINE,VIC,3020,-37.7931633,144.83,$550.00 per week,3,1,1,House,0,550.0,"[-37.7931633, 144.83]",119
3911,16060294,1/93 cumberland street,SUNSHINE NORTH,VIC,3020,-37.7670135,144.844284,$400.00,2,2,2,Townhouse,0,400.0,"[-37.7670135, 144.844284]",119
3937,16051497,28 murray street,SUNSHINE WEST,VIC,3020,-37.78858,144.804626,$430,3,2,4,House,0,430.0,"[-37.78858, 144.804626]",119
3839,15937276,373 ballarat road,SUNSHINE,VIC,3020,-37.7792778,144.846283,$415 Per Week,4,2,2,House,0,415.0,"[-37.7792778, 144.846283]",119
3848,15980269,3/227 mcintyre road,SUNSHINE NORTH,VIC,3020,-37.7555428,144.832458,$480,3,2,0,House,0,480.0,"[-37.7555428, 144.832458]",119
3864,16023520,27 dunbar avenue,SUNSHINE,VIC,3020,-37.7982025,144.826614,"$550 PW / $2,390 PCM",3,2,0,House,0,550.0,"[-37.7982025, 144.826614]",119
3833,16052264,24/36 ridley street,ALBION,VIC,3020,-37.78348,144.823364,$250,1,1,1,Apartment / Unit / Flat,0,250.0,"[-37.78348, 144.823364]",119
3942,14353153,1/4 camperdown avenue,SUNSHINE NORTH,VIC,3020,-37.7681046,144.821609,$430 per week,3,2,2,Townhouse,0,430.0,"[-37.7681046, 144.821609]",119
3927,16076492,23 hertford road,SUNSHINE,VIC,3020,-37.78136,144.83551,"$360 PW / $1,564 PCM",3,1,1,House,0,360.0,"[-37.78136, 144.83551]",119
3924,16078563,7/16 wiltshire street,SUNSHINE NORTH,VIC,3020,-37.7750778,144.845978,$350,3,1,0,Apartment / Unit / Flat,0,350.0,"[-37.7750778, 144.845978]",119
3862,15169222,35 larool crescent,SUNSHINE WEST,VIC,3020,-37.7925568,144.808792,"$340 PW / $1,477 PCM",3,1,2,House,0,340.0,"[-37.7925568, 144.808792]",119
3826,16076408,52 cawood drive,SUNSHINE WEST,VIC,3020,-37.80072,144.811234,$350,3,1,4,House,0,350.0,"[-37.80072, 144.811234]",119
3858,15724968,40 cornwall road,SUNSHINE,VIC,3020,-37.7891,144.8411,$370 Per Week,3,1,1,House,0,370.0,"[-37.7891, 144.8411]",119
3903,13663262,4/3 raymond street,SUNSHINE WEST,VIC,3020,-37.7903023,144.8095,$420 Per Week,2,2,1,Apartment / Unit / Flat,0,420.0,"[-37.7903023, 144.8095]",119
3934,16071753,1/57 sydney street,ALBION,VIC,3020,-37.77813,144.822815,$380,3,2,2,House,0,380.0,"[-37.77813, 144.822815]",119
3900,16028787,41/280 sunshine road,SUNSHINE,VIC,3020,-37.79686,144.840073,$260 P/W,1,1,1,Apartment / Unit / Flat,0,260.0,"[-37.79686, 144.840073]",119
3830,16066162,12/18 ridley street,ALBION,VIC,3020,-37.7834129,144.825211,$330,2,1,1,Apartment / Unit / Flat,0,330.0,"[-37.7834129, 144.825211]",119
3894,16047991,16 day street,SUNSHINE WEST,VIC,3020,-37.7868919,144.814636,$360,3,1,4,House,0,360.0,"[-37.7868919, 144.814636]",119
3849,15980229,1/227 mcintyre road,SUNSHINE NORTH,VIC,3020,-37.7555428,144.832458,$500,3,2,2,House,0,500.0,"[-37.7555428, 144.832458]",119
3874,16006404,79 suffolk road,SUNSHINE NORTH,VIC,3020,-37.772377,144.8389,$300 PW / $1304 PCM,3,1,2,House,0,300.0,"[-37.772377, 144.8389]",119
3895,16044689,6 perth avenue,ALBION,VIC,3020,-37.779213,144.815109,$410.00,2,1,0,House,0,410.0,"[-37.779213, 144.815109]",119
3902,15431140,6/28 suffolk road,SUNSHINE NORTH,VIC,3020,-37.7722969,144.832886,$350 Per Week,2,1,1,Apartment / Unit / Flat,0,350.0,"[-37.7722969, 144.832886]",119
3939,16030929,7 benjamin street,SUNSHINE,VIC,3020,-37.7939758,144.833359,$320/week (6 Month Lease Only),2,1,1,House,0,320.0,"[-37.7939758, 144.833359]",119
3831,16065316,4 queen circuit,SUNSHINE,VIC,3020,-37.7963524,144.829086,$460/ WEEK,3,2,1,Townhouse,0,460.0,"[-37.7963524, 144.829086]",119
3885,16061007,21 clairmont avenue,ALBION,VIC,3020,-37.77899,144.812317,$400.00,3,1,4,House,0,400.0,"[-37.77899, 144.812317]",119
3936,16060092,310/1 foundry road,SUNSHINE,VIC,3020,-37.7797279,144.832474,$400,2,1,1,Apartment / Unit / Flat,0,400.0,"[-37.7797279, 144.832474]",119
3837,16009090,1/111 glengala road,SUNSHINE WEST,VIC,3020,-37.7899857,144.814926,$450 pw,3,2,1,Apartment / Unit / Flat,0,450.0,"[-37.7899857, 144.814926]",119
3928,16075451,37 sierra avenue,SUNSHINE WEST,VIC,3020,-37.79526,144.800156,$330.00,2,1,1,Apartment / Unit / Flat,0,330.0,"[-37.79526, 144.800156]",119
3840,15317909,55 fairbairn road,SUNSHINE WEST,VIC,3020,-37.79957,144.818115,$400,3,1,1,House,0,400.0,"[-37.79957, 144.818115]",119
3881,15985426,14 monash street,SUNSHINE,VIC,3020,-37.78966,144.844009,$360 Per Week,3,1,1,House,0,360.0,"[-37.78966, 144.844009]",119
3922,15988739,2/87 graham street,SUNSHINE,VIC,3020,-37.78712,144.827744,$420.00 Per Week,3,1,2,Apartment / Unit / Flat,0,420.0,"[-37.78712, 144.827744]",119
3846,15982407,5 dundalk street,SUNSHINE,VIC,3020,-37.7986336,144.821671,"$380 PW / $1,651 PCM",3,1,2,House,0,380.0,"[-37.7986336, 144.821671]",119
3867,16020873,10 barnett street,SUNSHINE,VIC,3020,-37.78169,144.845551,"$360 PW / $1,564 PCM",3,1,2,House,0,360.0,"[-37.78169, 144.845551]",119
3852,15924065,3 couch street,SUNSHINE,VIC,3020,-37.79567,144.8334,$410,3,1,3,House,0,410.0,"[-37.79567, 144.8334]",119
3930,16074218,1/6 york street,ALBION,VIC,3020,-37.7766075,144.8188,$400 per week,2,1,1,Townhouse,0,400.0,"[-37.7766075, 144.8188]",119
3886,16059175,2/100 hertford road,SUNSHINE,VIC,3020,-37.782795,144.843491,$370.00 per week,2,1,1,Apartment / Unit / Flat,0,370.0,"[-37.782795, 144.843491]",119
3870,16016317,2/32 mailey street,SUNSHINE WEST,VIC,3020,-37.7912369,144.813034,$320,2,1,1,Apartment / Unit / Flat,0,320.0,"[-37.7912369, 144.813034]",119
3879,15993834,6 mclean street,ALBION,VIC,3020,-37.7825928,144.8172,$485.00,3,3,2,Townhouse,0,485.0,"[-37.7825928, 144.8172]",119
3891,16053098,14 estelle street,SUNSHINE WEST,VIC,3020,-37.7870636,144.811279,$400pw/ $1738pcm,3,1,4,House,0,400.0,"[-37.7870636, 144.811279]",119
3893,16049962,2/15 adelaide street,ALBION,VIC,3020,-37.7828674,144.81897,"$400 PW ($1,738 PCM)",2,1,1,Townhouse,0,400.0,"[-37.7828674, 144.81897]",119
4368,15501090,106 east esplanade,ST ALBANS,VIC,3021,-37.73076,144.794846,$400,1,1,0,House,0,400.0,"[-37.73076, 144.794846]",138
4433,13560256,127 taylors road,ST ALBANS,VIC,3021,-37.7283936,144.801132,$360,3,2,2,House,0,360.0,"[-37.7283936, 144.801132]",138
4477,16078086,75 levenia street,ST ALBANS,VIC,3021,-37.7526,144.801147,$480,3,2,2,House,0,480.0,"[-37.7526, 144.801147]",138
4475,15955423,4/48 douglas avenue,ST ALBANS,VIC,3021,-37.7386,144.781525,"$385 PW $1,668 PCM",2,1,2,Apartment / Unit / Flat,0,385.0,"[-37.7386, 144.781525]",138
4460,16059509,14 horham court,ST ALBANS,VIC,3021,-37.7465363,144.8148,$400,4,1,2,House,0,400.0,"[-37.7465363, 144.8148]",138
4453,15104538,11 mcleod road,ST ALBANS,VIC,3021,-37.73642,144.784531,$300,3,1,1,House,0,300.0,"[-37.73642, 144.784531]",138
4383,16036630,1/17 st albans road,ST ALBANS,VIC,3021,-37.75586,144.8091,$270,2,1,1,Apartment / Unit / Flat,0,270.0,"[-37.75586, 144.8091]",138
4495,13331592,95 atheldene drive,ST ALBANS,VIC,3021,-37.7283859,144.784622,$340 per week,3,1,2,House,0,340.0,"[-37.7283859, 144.784622]",138
4432,14249912,13 glenrosa court,ST ALBANS,VIC,3021,-37.73331,144.78569,$375 per week,3,1,0,House,0,375.0,"[-37.73331, 144.78569]",138
4421,16073427,9b cox street,ST ALBANS,VIC,3021,-37.7576065,144.805222,$380 pw,3,1,1,House,0,380.0,"[-37.7576065, 144.805222]",138
4414,14200695,1/29 henry st,ST ALBANS,VIC,3021,-37.7355156,144.806946,$345,3,1,1,House,0,345.0,"[-37.7355156, 144.806946]",138
4389,16022631,89 president road,ALBANVALE,VIC,3021,-37.74808,144.770187,$325 per week,3,1,3,House,0,325.0,"[-37.74808, 144.770187]",138
4454,10881375,152 alfrieda street,ST ALBANS,VIC,3021,-37.7354431,144.80246,$400 per week,3,1,2,House,0,400.0,"[-37.7354431, 144.80246]",138
4436,11739825,30 valewood dr,KEALBA,VIC,3021,-37.73366,144.825836,$380,3,1,2,House,0,380.0,"[-37.73366, 144.825836]",138
4362,15939841,45 millawa avenue,ST ALBANS,VIC,3021,-37.740345,144.806808,$360/Week,3,1,2,House,0,360.0,"[-37.740345, 144.806808]",138
4366,15800523,4/257 main road west,ST ALBANS,VIC,3021,-37.742588,144.781891,$350 per week,3,1,1,Apartment / Unit / Flat,0,350.0,"[-37.742588, 144.781891]",138
4461,16059489,85 diamond avenue,ALBANVALE,VIC,3021,-37.743885,144.773285,$430,4,2,4,House,0,430.0,"[-37.743885, 144.773285]",138
4480,16076483,8 corunna avenue,ST ALBANS,VIC,3021,-37.73318,144.782211,"$430 PW ($1,868 PCM)",3,2,2,House,0,430.0,"[-37.73318, 144.782211]",138
4423,16072925,121 conrad street,ST ALBANS,VIC,3021,-37.7331429,144.796021,$490 per week,3,1,1,House,0,490.0,"[-37.7331429, 144.796021]",138
4415,13571248,39 dover street,ALBANVALE,VIC,3021,-37.7426949,144.773117,$350,3,1,0,House,0,350.0,"[-37.7426949, 144.773117]",138
4371,15080196,32 andrea street,ST ALBANS,VIC,3021,-37.7472534,144.796738,$330,3,1,3,House,0,330.0,"[-37.7472534, 144.796738]",138
4483,16066788,3 calverton road,KEALBA,VIC,3021,-37.7349319,144.8209,$440 Per Week,3,2,2,House,0,440.0,"[-37.7349319, 144.8209]",138
4487,16058822,28 magnus street,ST ALBANS,VIC,3021,-37.75578,144.80127,"$350 PW ($1,520 PCM)",3,1,1,House,0,350.0,"[-37.75578, 144.80127]",138
4402,16054374,30 scott avenue,ST ALBANS,VIC,3021,-37.7454,144.795074,$300p/w - Big House - Walk to Train,4,1,1,House,0,300.0,"[-37.7454, 144.795074]",138
4478,16076913,15 pinoak st,ST ALBANS,VIC,3021,-37.7543373,144.815964,$360,3,1,1,House,0,360.0,"[-37.7543373, 144.815964]",138
4469,16021679,3/1 robyn avenue,ALBANVALE,VIC,3021,-37.7453842,144.7784,Enquire now: $300 Per week,2,1,2,Apartment / Unit / Flat,0,300.0,"[-37.7453842, 144.7784]",138
4361,15950988,2/37 cleveland street,ST ALBANS,VIC,3021,-37.743515,144.786942,$310 pw,2,1,1,Apartment / Unit / Flat,0,310.0,"[-37.743515, 144.786942]",138
4367,15604473,1/49 conrad street,ST ALBANS,VIC,3021,-37.7344246,144.805618,$340,3,1,0,Apartment / Unit / Flat,0,340.0,"[-37.7344246, 144.805618]",138
4408,16044118,35 leonard avenue,ST ALBANS,VIC,3021,-37.7427826,144.812576,$310 per week,3,1,0,House,0,310.0,"[-37.7427826, 144.812576]",138
4424,16069525,2/33 henry street,ST ALBANS,VIC,3021,-37.7353363,144.8054,$355 per week,2,1,1,Apartment / Unit / Flat,0,355.0,"[-37.7353363, 144.8054]",138
4464,16049094,4/10 emily street,ST ALBANS,VIC,3021,-37.7395821,144.79306,$350,2,1,1,Apartment / Unit / Flat,0,350.0,"[-37.7395821, 144.79306]",138
4458,16071319,2/30 kodre street,ST ALBANS,VIC,3021,-37.74375,144.789764,$390,2,1,1,Apartment / Unit / Flat,0,390.0,"[-37.74375, 144.789764]",138
4446,15896879,35 jamieson street,ST ALBANS,VIC,3021,-37.7366142,144.787659,$350 per week,4,1,2,House,0,350.0,"[-37.7366142, 144.787659]",138
4473,16010374,24 rhodes street,ST ALBANS,VIC,3021,-37.7562,144.806122,$390,3,1,4,House,0,390.0,"[-37.7562, 144.806122]",138
4468,16023474,1/55 ivanhoe street,ST ALBANS,VIC,3021,-37.741436,144.813858,$360.00 Per Week,3,1,2,House,0,360.0,"[-37.741436, 144.813858]",138
4422,16073192,1/47 scott avenue,ST ALBANS,VIC,3021,-37.7441635,144.794861,$370 per week,3,2,2,Apartment / Unit / Flat,0,370.0,"[-37.7441635, 144.794861]",138
4457,16071367,89b fox street,ST ALBANS,VIC,3021,-37.73319,144.80574,$390,2,1,1,House,0,390.0,"[-37.73319, 144.80574]",138
4409,16025633,7 cowper avenue,ST ALBANS,VIC,3021,-37.7449036,144.821457,$340 per week,4,1,2,House,0,340.0,"[-37.7449036, 144.821457]",138
4466,16038540,26 blendon avenue,ST ALBANS,VIC,3021,-37.74133,144.818146,$340,3,1,3,House,0,340.0,"[-37.74133, 144.818146]",138
4462,16057546,47 vincent ave,ST ALBANS,VIC,3021,-37.74061,144.809235,$450,4,2,4,House,0,450.0,"[-37.74061, 144.809235]",138
4407,16045538,9 fernhill court,ALBANVALE,VIC,3021,-37.7442856,144.766464,$370,3,2,2,House,0,370.0,"[-37.7442856, 144.766464]",138
4379,16048010,2/8-10 thorndon drive,ST ALBANS,VIC,3021,-37.7495842,144.807312,$290 p/w,2,1,1,Apartment / Unit / Flat,0,290.0,"[-37.7495842, 144.807312]",138
4467,16029079,3/250-254 sunshine avenue,KEALBA,VIC,3021,-37.732914,144.818481,$335.00 per week,2,1,2,Apartment / Unit / Flat,0,335.0,"[-37.732914, 144.818481]",138
4444,15957501,68 dover street,ALBANVALE,VIC,3021,-37.742424,144.7735,$340,3,1,1,House,0,340.0,"[-37.742424, 144.7735]",138
4400,16055407,295 main road,ALBANVALE,VIC,3021,-37.7459526,144.770065,$370,3,1,2,House,0,370.0,"[-37.7459526, 144.770065]",138
4386,16032118,123 conrad street,ST ALBANS,VIC,3021,-37.7332153,144.796,$490 per week,3,2,1,House,0,490.0,"[-37.7332153, 144.796]",138
4490,16048249,rear/25 alfreida st,ST ALBANS,VIC,3021,-37.74325,144.80043,$250,2,1,0,Apartment / Unit / Flat,0,250.0,"[-37.74325, 144.80043]",138
4374,12580965,5 & 18/1-3 princess street,ST ALBANS,VIC,3021,-37.7450867,144.801025,$750,1,1,0,Studio,0,750.0,"[-37.7450867, 144.801025]",138
4472,16012703,2/4 adelaide street,ST ALBANS,VIC,3021,-37.7413063,144.795227,$385 Per Week,2,2,1,Townhouse,0,385.0,"[-37.7413063, 144.795227]",138
4376,10621148,1a & 1b/101-103 main road west,ST ALBANS,VIC,3021,-37.7562027,144.811249,From $786 - $1572 per week,1,1,19,Studio,0,786.0,"[-37.7562027, 144.811249]",138
4388,16026022,12 leavesdon avenue,KEALBA,VIC,3021,-37.735157,144.824982,$400 pw,4,2,2,House,0,400.0,"[-37.735157, 144.824982]",138
4395,15937910,1/107 fox street,ST ALBANS,VIC,3021,-37.73298,144.8042,$470/WEEK,4,2,1,Townhouse,0,470.0,"[-37.73298, 144.8042]",138
4411,15744495,78 east esplanade,ST ALBANS,VIC,3021,-37.7333145,144.795731,$360,4,1,4,House,0,360.0,"[-37.7333145, 144.795731]",138
4394,16001425,11 lovell drive,ST ALBANS,VIC,3021,-37.76086,144.807068,$350 pw,3,1,2,House,0,350.0,"[-37.76086, 144.807068]",138
4401,16054686,36/12 percy street,ST ALBANS,VIC,3021,-37.7466927,144.803513,$280,2,1,1,Apartment / Unit / Flat,0,280.0,"[-37.7466927, 144.803513]",138
4425,16065436,15 vincent avenue,ST ALBANS,VIC,3021,-37.7437744,144.808655,$370 per week,3,1,4,House,0,370.0,"[-37.7437744, 144.808655]",138
4496,12903332,7/221 main road east,ST ALBANS,VIC,3021,-37.7464752,144.815872,$290,2,1,0,Apartment / Unit / Flat,0,290.0,"[-37.7464752, 144.815872]",138
4471,16019994,2/14 john street,ST ALBANS,VIC,3021,-37.7384377,144.786591,$300,2,1,3,House,0,300.0,"[-37.7384377, 144.786591]",138
4390,16013933,8/19 st albans road,ST ALBANS,VIC,3021,-37.7477722,144.80304,$260,2,1,2,Apartment / Unit / Flat,0,260.0,"[-37.7477722, 144.80304]",138
4493,16027386,21 lois street,ST ALBANS,VIC,3021,-37.7329636,144.811279,$320,3,1,2,House,0,320.0,"[-37.7329636, 144.811279]",138
4360,15953497,257 taylors road,KINGS PARK,VIC,3021,-37.7276764,144.781418,$370,3,1,4,House,0,370.0,"[-37.7276764, 144.781418]",138
4378,16048021,8 maculata close,ST ALBANS,VIC,3021,-37.7526,144.819519,$350 PW - Walk to School,3,1,4,House,0,350.0,"[-37.7526, 144.819519]",138
4442,15976896,85 kings road,KINGS PARK,VIC,3021,-37.733326,144.780716,$370,3,2,2,House,0,370.0,"[-37.733326, 144.780716]",138
4370,15183122,34 moffat street,ST ALBANS,VIC,3021,-37.737278,144.7822,$350 Per week,3,1,1,House,0,350.0,"[-37.737278, 144.7822]",138
4419,16076470,1/40 albert crescent,ST ALBANS,VIC,3021,-37.7409973,144.796341,$500,3,3,2,Townhouse,0,500.0,"[-37.7409973, 144.796341]",138
4391,16009130,65 leonard avenue,ST ALBANS,VIC,3021,-37.7406,144.812912,$330,3,1,2,House,0,330.0,"[-37.7406, 144.812912]",138
4439,15991301,20 pottenger way,ST ALBANS,VIC,3021,-37.75974,144.80217,$380.00,3,2,1,House,0,380.0,"[-37.75974, 144.80217]",138
4363,15927038,27b walter street,ST ALBANS,VIC,3021,-37.73264,144.806351,$390 per week,3,1,2,Townhouse,0,390.0,"[-37.73264, 144.806351]",138
4481,16075310,161 main road east,ST ALBANS,VIC,3021,-37.7470932,144.8221,$391,3,2,4,House,0,391.0,"[-37.7470932, 144.8221]",138
11999,16045909,1/13 chelsey street,ARDEER,VIC,3022,-37.7763062,144.797562,$360 Per Week,3,1,1,Apartment / Unit / Flat,0,360.0,"[-37.7763062, 144.797562]",14
12002,15992405,139 suspension street,ARDEER,VIC,3022,-37.7815437,144.796722,$460,4,2,2,House,0,460.0,"[-37.7815437, 144.796722]",14
12003,15978682,10/84 rockbank rd,ARDEER,VIC,3022,-37.7782135,144.7984,$375/week,2,1,1,House,0,375.0,"[-37.7782135, 144.7984]",14
12007,12028392,34 verdant avenue,ARDEER,VIC,3022,-37.77603,144.801834,$380 Per week,3,1,1,House,0,380.0,"[-37.77603, 144.801834]",14
12006,12782776,34 yallourn street,ARDEER,VIC,3022,-37.778965,144.805511,$410,2,1,2,House,0,410.0,"[-37.778965, 144.805511]",14
11996,16067848,6/29 blanche street,ARDEER,VIC,3022,-37.779644,144.803833,$390.00 Per Week,2,2,1,Apartment / Unit / Flat,0,390.0,"[-37.779644, 144.803833]",14
11994,16075069,61 suspension street,ARDEER,VIC,3022,-37.7822571,144.803726,$400 per week,3,2,1,House,0,400.0,"[-37.7822571, 144.803726]",14
6344,15952428,20 fydler avenue,BURNSIDE,VIC,3023,-37.7450638,144.7472,$435.00 Per Week,4,2,1,House,0,435.0,"[-37.7450638, 144.7472]",90
6304,14995441,2/5 earlsfield court,DEER PARK,VIC,3023,-37.7598953,144.7689,220,1,1,1,Apartment / Unit / Flat,0,220.0,"[-37.7598953, 144.7689]",90
6378,16053908,14 maitland place,CAROLINE SPRINGS,VIC,3023,-37.75728,144.746124,$385.00 Per Week,3,1,1,House,0,385.0,"[-37.75728, 144.746124]",90
6324,14931937,44 broadhurst way,CAROLINE SPRINGS,VIC,3023,-37.7423859,144.72818,$450 per week,3,1,2,House,0,450.0,"[-37.7423859, 144.72818]",90
6361,16049342,36 lyons avenue,BURNSIDE HEIGHTS,VIC,3023,-37.72958,144.758652,$390 pw,3,2,2,House,0,390.0,"[-37.72958, 144.758652]",90
6308,9738161,9/93 arbour boulevard,BURNSIDE HEIGHTS,VIC,3023,-37.7348366,144.7521,$360,2,1,1,Townhouse,0,360.0,"[-37.7348366, 144.7521]",90
6371,16067822,403/93 furlong road,CAIRNLEA,VIC,3023,-37.7572823,144.790344,$400 per week,2,2,1,Apartment / Unit / Flat,0,400.0,"[-37.7572823, 144.790344]",90
6381,16025990,7/39 studley park way,CAROLINE SPRINGS,VIC,3023,-37.7242546,144.741882,$440 per week,3,2,2,Townhouse,0,440.0,"[-37.7242546, 144.741882]",90
6333,16016189,17 christie street,DEER PARK,VIC,3023,-37.7722435,144.772659,$380,3,1,1,Apartment / Unit / Flat,0,380.0,"[-37.7722435, 144.772659]",90
6382,16008336,3 eagle way,DEER PARK,VIC,3023,-37.77915,144.769333,$510,4,2,4,House,0,510.0,"[-37.77915, 144.769333]",90
6335,16015267,35 clarendon wynd,CAROLINE SPRINGS,VIC,3023,-37.7403755,144.745,$420,3,2,2,House,0,420.0,"[-37.7403755, 144.745]",90
6367,16073551,16 goulburn circuit,CAROLINE SPRINGS,VIC,3023,-37.748436,144.741913,$385,3,1,1,House,0,385.0,"[-37.748436, 144.741913]",90
6337,16012921,11 carroll street,DEER PARK,VIC,3023,-37.77113,144.762,$350 P/W,3,2,0,House,0,350.0,"[-37.77113, 144.762]",90
6379,16041727,44 mimosa way,BURNSIDE HEIGHTS,VIC,3023,-37.7375031,144.7493,$450,3,2,2,House,0,450.0,"[-37.7375031, 144.7493]",90
6310,16074290,2/4 winnington street,DEER PARK,VIC,3023,-37.761322,144.770569,$350 per week,2,1,1,Apartment / Unit / Flat,0,350.0,"[-37.761322, 144.770569]",90
6383,15371452,2 strutt place,CAROLINE SPRINGS,VIC,3023,-37.7045059,144.735474,$430,3,2,2,House,0,430.0,"[-37.7045059, 144.735474]",90
6315,16058052,10 wylie circuit,BURNSIDE HEIGHTS,VIC,3023,-37.7322426,144.754486,$510 per week,4,2,2,House,0,510.0,"[-37.7322426, 144.754486]",90
6320,16039038,44b clairview road,DEER PARK,VIC,3023,-37.77994,144.7563,$400 per week pw,3,2,1,Townhouse,0,400.0,"[-37.77994, 144.7563]",90
6338,16006794,21 dickerson way,CAROLINE SPRINGS,VIC,3023,-37.7046852,144.740158,$430,4,2,1,House,0,430.0,"[-37.7046852, 144.740158]",90
6369,16072678,24 ironbark grove,BURNSIDE HEIGHTS,VIC,3023,-37.73474,144.756241,$470,3,2,2,House,0,470.0,"[-37.73474, 144.756241]",90
6363,16042072,8 lantern court,CAIRNLEA,VIC,3023,-37.7524223,144.778946,$430.00 Per Week,3,2,2,House,0,430.0,"[-37.7524223, 144.778946]",90
6373,16067243,36 arroyo place,CAROLINE SPRINGS,VIC,3023,-37.73704,144.748047,$440 per week,3,2,2,House,0,440.0,"[-37.73704, 144.748047]",90
6376,16057911,3 beaconsfield lane,CAROLINE SPRINGS,VIC,3023,-37.7304459,144.748108,$700.00 Per Week,4,2,2,House,0,700.0,"[-37.7304459, 144.748108]",90
6358,16053263,26 wyperfeld circuit,CAROLINE SPRINGS,VIC,3023,-37.74965,144.7268,$430,3,2,1,House,0,430.0,"[-37.74965, 144.7268]",90
6354,16060941,10 beacon lane,CAROLINE SPRINGS,VIC,3023,-37.7385864,144.734451,$395,2,1,2,Townhouse,0,395.0,"[-37.7385864, 144.734451]",90
6360,16049988,14 meakin way,DEER PARK,VIC,3023,-37.7761459,144.757355,$430,3,2,1,House,0,430.0,"[-37.7761459, 144.757355]",90
6353,16061737,15 quinn street,DEER PARK,VIC,3023,-37.7726974,144.768173,$375 Per Week,3,1,1,House,0,375.0,"[-37.7726974, 144.768173]",90
6372,16067244,3 fawkner place,CAROLINE SPRINGS,VIC,3023,-37.7254944,144.739609,$500 per week,5,2,2,House,0,500.0,"[-37.7254944, 144.739609]",90
6339,16006261,10 ridgegreen view,CAROLINE SPRINGS,VIC,3023,-37.72896,144.728058,$550.00 Per Week,4,3,2,House,0,550.0,"[-37.72896, 144.728058]",90
6299,16012401,1/1 tinto close,DEER PARK,VIC,3023,-37.76212,144.759628,$280 pw,2,1,2,Apartment / Unit / Flat,0,280.0,"[-37.76212, 144.759628]",90
6332,16019068,38 grampians way,CAROLINE SPRINGS,VIC,3023,-37.7494926,144.728912,$400 per week,3,2,1,House,0,400.0,"[-37.7494926, 144.728912]",90
6351,16062146,85 oakview parade,CAROLINE SPRINGS,VIC,3023,-37.7185974,144.7323,Enquire Now: $485 Per Week,3,2,2,House,0,485.0,"[-37.7185974, 144.7323]",90
6365,16040251,2/21 leila street,DEER PARK,VIC,3023,-37.7703362,144.761047,$340 P/W,2,1,1,Apartment / Unit / Flat,0,340.0,"[-37.7703362, 144.761047]",90
6350,16063483,6 lee street,DEER PARK,VIC,3023,-37.77197,144.758255,$390,3,1,2,House,0,390.0,"[-37.77197, 144.758255]",90
6348,16068255,17 eymard street,DEER PARK,VIC,3023,-37.7674179,144.767075,$410,4,2,2,House,0,410.0,"[-37.7674179, 144.767075]",90
6309,16075183,71 ken jordan road,CAIRNLEA,VIC,3023,-37.753582,144.793762,$520 pw,4,2,2,House,0,520.0,"[-37.753582, 144.793762]",90
6300,15983572,1 chifley circuit,BURNSIDE HEIGHTS,VIC,3023,-37.726696,144.761734,$460,4,3,2,House,0,460.0,"[-37.726696, 144.761734]",90
6349,16065610,1/10 miles street,DEER PARK,VIC,3023,-37.7689323,144.771744,$330,2,1,1,Apartment / Unit / Flat,0,330.0,"[-37.7689323, 144.771744]",90
6355,16058498,13/40 mccubbin way,CAROLINE SPRINGS,VIC,3023,-37.7113075,144.732666,$380,2,1,1,House,0,380.0,"[-37.7113075, 144.732666]",90
6317,16051668,97 welwyn parade,DEER PARK,VIC,3023,-37.7606239,144.77594,$350 per week,2,1,1,Townhouse,0,350.0,"[-37.7606239, 144.77594]",90
6340,15996407,34 cassan way,CAROLINE SPRINGS,VIC,3023,-37.70885,144.739639,$440,4,2,2,House,0,440.0,"[-37.70885, 144.739639]",90
6303,14997823,1/15 tulloch street,DEER PARK,VIC,3023,-37.77311,144.77269,$400,2,2,1,Townhouse,0,400.0,"[-37.77311, 144.77269]",90
6307,11316764,17 cooma place,BURNSIDE HEIGHTS,VIC,3023,-37.7367325,144.750015,$480,4,2,2,House,0,480.0,"[-37.7367325, 144.750015]",90
6314,16058662,14/11 monckton place,CAROLINE SPRINGS,VIC,3023,-37.7291679,144.7471,$420 pw,2,2,1,Apartment / Unit / Flat,0,420.0,"[-37.7291679, 144.7471]",90
6357,16056305,36 edgbaston parade,CAROLINE SPRINGS,VIC,3023,-37.74113,144.7277,$470,3,2,2,House,0,470.0,"[-37.74113, 144.7277]",90
2881,16070634,2a westbourne dr,WYNDHAM VALE,VIC,3024,-37.8956146,144.6267,$350 weekly,3,2,1,House,0,350.0,"[-37.8956146, 144.6267]",109
2856,15208533,1 croxley close,WYNDHAM VALE,VIC,3024,-37.8926849,144.627655,$360,3,1,1,House,0,360.0,"[-37.8926849, 144.627655]",109
